"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 22 14:39:58 GMT 2024","Thu Feb 22 14:40:10 GMT 2024","12446","Invoice page","","","","","Api for get list for create invoice",""
"passed","Thu Feb 22 14:38:21 GMT 2024","Thu Feb 22 14:38:22 GMT 2024","603","AUTH","Auth","","","","Auth",""
"failed","Thu Feb 22 14:39:45 GMT 2024","Thu Feb 22 14:39:45 GMT 2024","119","Loan Application lists","","","","","Validate the number of rows returned - Get Loans Application List",""
"failed","Thu Feb 22 14:38:27 GMT 2024","Thu Feb 22 14:38:27 GMT 2024","107","Sponsored Product (Staging)","Set Sponsored Product Campaign Status","","","","Set  Savings Sponsored Product Campaign Empty SponsoredProductEnabled",""
"passed","Thu Feb 22 14:39:46 GMT 2024","Thu Feb 22 14:39:46 GMT 2024","306","Account Detail config Page","Account Details Configuration/update-provider-account-configuration-for-invoice","","","","No account and organisation ID: Api for Account Details Configuration/update-provider-account-configuration-for-invoice",""
"passed","Thu Feb 22 14:38:30 GMT 2024","Thu Feb 22 14:38:30 GMT 2024","98","Loan Application","","","","","Invalid Token - Get Loans Application List",""
"passed","Thu Feb 22 14:39:49 GMT 2024","Thu Feb 22 14:39:49 GMT 2024","214","Account Detail config Page","Account datails configuration status","","","","endpoint for Account Details Configuration Statuses (Enums)",""
"failed","Thu Feb 22 14:38:25 GMT 2024","Thu Feb 22 14:38:25 GMT 2024","95","Sponsored Product (Staging)","Create Sponsor Product Campaign","savings","","","Savings - Create Sponsor Product Campaign Empty Productid",""
"passed","Thu Feb 22 14:39:56 GMT 2024","Thu Feb 22 14:39:57 GMT 2024","351","Account Detail config Page","implement  a Filter - ( search filter by at least 2 fields)","","","","filter by accountName: implement  a Filter - ( search filter by at least 2 fields)",""
"passed","Thu Feb 22 14:38:29 GMT 2024","Thu Feb 22 14:38:29 GMT 2024","144","Sponsored Product (Staging)","Get All Category Campaigns per Product","","","","Get Loan - All Category Campaigns per Product Copy No LoanProductId",""
"passed","Thu Feb 22 14:38:24 GMT 2024","Thu Feb 22 14:38:25 GMT 2024","199","Sponsored Product (Staging)","Create Sponsor Product Campaign","Loans","","","Loans- Create Sponsor Product Campaign invalid category id",""
"failed","Thu Feb 22 14:38:27 GMT 2024","Thu Feb 22 14:38:28 GMT 2024","98","Sponsored Product (Staging)","Get Single Record","","","","Get a Single Record Loan",""
"failed","Thu Feb 22 14:38:30 GMT 2024","Thu Feb 22 14:38:30 GMT 2024","105","Loan Application lists","","","","","single endpoint for application listing pages of Savings, Loan and FD Applications",""
"passed","Thu Feb 22 14:39:56 GMT 2024","Thu Feb 22 14:39:56 GMT 2024","242","Account Detail config Page","implement  a Filter - ( search filter by at least 2 fields)","","","","filter by providerID: implement  a Filter - ( search filter by at least 2 fields)",""
"passed","Thu Feb 22 14:38:22 GMT 2024","Thu Feb 22 14:38:22 GMT 2024","156","AUTH","Auth","","","","Auth- email not found",""
"passed","Thu Feb 22 14:39:46 GMT 2024","Thu Feb 22 14:39:47 GMT 2024","543","Account Detail config Page","Account Details Configuration/update-provider-account-configuration-for-invoice","","","","Empty organisation details: Api for Account Details Configuration/update-provider-account-configuration-for-invoice",""
"failed","Thu Feb 22 14:38:27 GMT 2024","Thu Feb 22 14:38:27 GMT 2024","96","Sponsored Product (Staging)","Set Sponsored Product Campaign Status","","","","Set  Savings Sponsored Product Campaign Empty SponsoredProductId",""
"failed","Thu Feb 22 14:38:26 GMT 2024","Thu Feb 22 14:38:26 GMT 2024","98","Sponsored Product (Staging)","Update Sponsored Product Campaign","","","","Loan- Update Sponsor Product Campaign All Fields Empty",""
"passed","Thu Feb 22 14:38:29 GMT 2024","Thu Feb 22 14:38:29 GMT 2024","120","Sponsored Product (Staging)","Get SavingProductData","","","","Get SavingProductData -No ProductId",""
"passed","Thu Feb 22 14:39:48 GMT 2024","Thu Feb 22 14:39:48 GMT 2024","695","Account Detail config Page","Account Details Configuration/update-provider-account-configuration-for-invoice","","","","Invalid account number: Api for Account Details Configuration/update-provider-account-configuration-for-invoice",""
"passed","Thu Feb 22 14:38:22 GMT 2024","Thu Feb 22 14:38:22 GMT 2024","99","AUTH","Auth","","","","Auth Invalid password and email",""
"failed","Thu Feb 22 14:39:45 GMT 2024","Thu Feb 22 14:39:45 GMT 2024","98","Loan Application lists","","","","","Doesn't Exist Search - Get Loans Application List",""
"passed","Thu Feb 22 14:39:54 GMT 2024","Thu Feb 22 14:39:55 GMT 2024","311","Account Detail config Page","Search account details by provider","","","","Search account details by provider",""
"passed","Thu Feb 22 14:39:46 GMT 2024","Thu Feb 22 14:39:46 GMT 2024","158","Loan Application lists","","","","","Get Loans Application List",""
"failed","Thu Feb 22 14:38:27 GMT 2024","Thu Feb 22 14:38:27 GMT 2024","102","Sponsored Product (Staging)","Set Sponsored Product Campaign Status","","","","Set Loan Sponsored Product Campaign invalid sponsoredProductId",""
"failed","Thu Feb 22 14:39:56 GMT 2024","Thu Feb 22 14:39:56 GMT 2024","278","Account Detail config Page","implement  a Filter - ( search filter by at least 2 fields)","","","","filter by providerName: implement  a Filter - ( search filter by at least 2 fields)",""
"failed","Thu Feb 22 14:38:26 GMT 2024","Thu Feb 22 14:38:26 GMT 2024","98","Sponsored Product (Staging)","Update Sponsored Product Campaign","","","","Savings-Update Sponsor Product Campaign Empty ExpireInDays",""
"passed","Thu Feb 22 14:38:24 GMT 2024","Thu Feb 22 14:38:24 GMT 2024","239","Sponsored Product (Staging)","Create Sponsor Product Campaign","Loans","","","Invalid produt id - Loans- Create Sponsor Product Campaign",""
"passed","Thu Feb 22 14:39:44 GMT 2024","Thu Feb 22 14:39:44 GMT 2024","277","Loan Application lists","","","","","Loan Application","Uses an array to pass the values of single or multiple CustomerApplicationID(s) in the Request Body

e.g:

\[

""6663fe0a-214c-48e3-84d5-5a8b7912bbca"",

""6663fe0a-214c-48e3-84d5-5a8b7912bbca""

\]"
"passed","Thu Feb 22 14:38:25 GMT 2024","Thu Feb 22 14:38:25 GMT 2024","196","Sponsored Product (Staging)","Create Sponsor Product Campaign","savings","","","Savings - Create Sponsor Product Campaign invalid category id",""
"passed","Thu Feb 22 14:39:49 GMT 2024","Thu Feb 22 14:39:50 GMT 2024","865","Account Detail config Page","Ability for Finance officer to Edit an already inputted account number","","","","Ability for Finance officer to Edit an already inputted account number",""
"failed","Thu Feb 22 14:38:23 GMT 2024","Thu Feb 22 14:38:24 GMT 2024","712","Sponsored Product (Staging)","Create Sponsor Product Campaign","Loans","","","Loans- Create Sponsor Product Campaign",""
